91.IV.2,collection,dc.coverage.temporal[],dc.date.issued,dc.description[en],dc.identifier.isbn[],dc.identifier.issn[],dc.identifier.other[],dc.identifier.uri,dc.language[],dc.title[en],dc.title[es],dc.title[fr],dc.title[ru],dcterms.publisher[en],undr.contributor.corporate[en],undr.contributor.corporate[es],undr.contributor.corporate[fr],undr.contributor.corporate[ru],undr.identifier.salesnumber[],undr.identifier.symbol[],
421642,11176/387434,1972-01-01 00:00:00,1973-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399821,English,Federal Republic of Germany : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,,,,,,E/NL.1973/36,
421641,11176/387434,1979-01-01 00:00:00,1979-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399820,French,,,"Commission des stupéfiants, rapport sur la vingt-huitième session, 12-23 février 1979 : Conseil économique et social, documents officiels, 1979, supplément nº 5",,,,,Nations Unies. Commission des stupéfiants,,,E/CN.7/638||E/1979/35,
421640,11176/387434,1988-01-01 00:00:00,1988-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399819,Spanish,,Lista provisional de participantes,,,,"United Nations Conference for the Adoption of a Convention Against Illicit Traffic in Narcotic Drugs and Psychotropic Substances (1988 : Vienna, Austria)","Conferencia de las Naciones Unidas para la aprobación de una convención contra el tráfico ilícito de estupefacientes y sustancias sicotrópicas (1988 : Viena, Austria)","Conférence des Nations Unies pour l'adoption d'une convention contre le trafic illicite des stupéfiants et des substances psychotropes (1988 : Vienne, Autriche)",,,E/CONF.82/INF.2/Rev.1,
421639,11176/387434,1948-01-01 00:00:00,1948-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399818,English,"French Indo-China, communicated by the Government of France : Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946",,,,,,,,,,E/NL.1948/28,
421638,11176/387434,1947-01-01 00:00:00,1948-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399817,French,,,"Pologne : Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1948/41,
421637,11176/387434,1958-01-01 00:00:00,1959-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399816,English,"Macau, communicated by the Government of Portugal : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1959/80,
421636,11176/387434,1997-01-01 00:00:00,1999-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399815,English,"Hong Kong, communicated by the Government of the People's Republic of China : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,,,,,,E/NL.1999/19-20,
421635,11176/387434,1959-01-01 00:00:00||1958-01-01 00:00:00,1960-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399814,English,"India : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1960/53-58,
421634,11176/387434,1948-01-01 00:00:00,1948-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399813,French,,,"Venezuela, communiqués par le gouvernement des États-Unis du Venezuela : Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1948/24,
421633,11176/387434,1975-01-01 00:00:00,1975-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399812,English,"Commission on Narcotic Drugs, report of the twenty-sixth session, 17-28 February 1975 : Economic and Social Council, official records, fifty-eighth session, supplement no. 5",,,,,United Nations. Commission on Narcotic Drugs,,,,,E/5639||E/CN.7/577,
421632,11176/387434,1987-01-01 00:00:00,1987-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399811,Spanish,,Informe de la Junta Internacional de Fiscalización de Estupefacientes correspondiente a 1987,,,,,Junta Internacional de Fiscalización de Estupefacientes,,,S.87.XI.3,E/INCB/1987/1,
421631,11176/387434,1988-01-01 00:00:00,1988-01-01 00:00:00,,,ISSN 0082-8327,,http://hdl.handle.net/11176/399810,Spanish,,Previsiones de las necesidades mundiales de estupefacientes para 1988 : suplemento n°. 01,,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,,E/INCB/1987/2/Supp.1,
421630,11176/387434,1997-01-01 00:00:00,1998-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399809,Spanish,,España : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,,,,,,,E/NL.1998/49,
421629,11176/387434,1982-01-01 00:00:00,1983-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399808,French,,,Argentine : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,,,,,E/NL.1983/27-30,
421628,11176/387434,1989-01-01 00:00:00,1990-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399807,English,"Resolutions and decisions of the Economic and Social Council, second regular session of 1989, Geneva, 5-28 July 1989 : Economic and Social Council, official records, 1989 supplement no. 1A",,,,,United Nations. Economic and Social Council,,,,,E/1989/89/Add.1,
421627,11176/387434,1952-01-01 00:00:00,1953-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399806,French,,,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1953/2,
421626,11176/387434,1947-01-01 00:00:00,1947-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399805,English,"Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1947/8,
421625,11176/387434,1955-01-01 00:00:00,1956-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399804,English,"Nigeria, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1956/54-57,
421624,11176/387434,1956-01-01 00:00:00,1956-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399803,Spanish,,"Documentos oficiales, 22.° periodo de sesiones, 9 de julio-9 de agosto de 1956, resoluciones, suplemento n.º 1",,,,,Naciones Unidas. Consejo Económico y Social,,,,E/2929,
421623,11176/387434,1986-01-01 00:00:00,1987-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399802,French,,,"Résolutions et décisions du Conseil économique et social, session d'organisation pour 1986, New York, 4-7 février 1986, première session ordinaire de 1986, New York, 29 avril-23 mai 1986 : Conseil économique et social, documents officiels, 1986 supplément n° 1",,,,,Nations Unies. Conseil économique et social,,,E/1986/86,
421622,11176/387434,1975-01-01 00:00:00,1975-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399801,French,,,Évaluations des besoins du monde en stupéfiants et de la production mondiale d'opium pour 1975 : supplément N°. 11,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,E/F/S.75.XI.I/Supp.11,E/INCB/26/Supp.11,
421621,11176/387434,1982-01-01 00:00:00,1983-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399800,French,,,"Résolutions et décisions du Conseil économique et social, reprise de la seconde session ordinaire de 1982, New York, 25-27 octobre et 9-11 novembre 1982  : Conseil économique et social, documents officiels, 1982, supplément n° 1B",,,,,Nations Unies. Conseil économique et social,,,E/1982/82/Add.2,
421620,11176/387434,1987-01-01 00:00:00,1989-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399799,Spanish,,"Resoluciones y decisiones del Consejo Económico y Social, continuación del segundo período ordinario de sesiones de 1987, Nueva York, 1º y 20 de octubre, 25 de noviembre y 4 de diciembre de 1987 : Consejo Económico y Social, documentos oficiales, 1987 suplemento no. 1B",,,,,Naciones Unidas. Consejo Económico y Social,,,,E/1987/87/Add.2,
421619,11176/387434,1947-01-01 00:00:00,1948-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399798,English,"Kenya, communicated by the Government of the United Kingdom : Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946",,,,,,,,,,E/NL.1948/49,
421618,11176/387434,1950-01-01 00:00:00,1951-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399797,French,,,"Jamaïque, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1951/17,
421617,11176/387434,1930-01-01 00:00:00,1930-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399796,English,Note by the Secretary : attached letter from Dr. Knaffl-Lenz and annex,,,,,League of Nations. Advisory Committee on Traffic in Opium and other Dangerous Drugs,,,,,O.C.1160,
421616,11176/387434,1955-01-01 00:00:00,1955-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399795,French,,,"Inde : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1955/29,
421615,11176/387434,1965-01-01 00:00:00,1966-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399794,English,Singapore : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,,,,,,E/NL.1966/12,
421614,11176/387434,1970-01-01 00:00:00,1969-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399793,Spanish,,Primer suplemento al estado de las previsiones para 1970 de las necesidades mundiales de estupefacientes y de la producción mundial de opio,,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,E/F/S.70.XI.5,E/INCB/6/Add.1,
421613,11176/387434,1987-01-01 00:00:00,1988-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399792,English,New Zealand : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1988/44-45,
421612,11176/387434,1971-01-01 00:00:00,1971-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399791,French,,,Quatrième supplément à l'état des évaluations pour 1971 des besoins du monde en stupéfiants et de la production mondiale d'opium,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,E/F/S.71.XI.8,E/INCB/10/Add.4,
421611,11176/387434,1970-01-01 00:00:00,1971-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399790,Spanish,,Ecuador : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes,,,,,,,,,E/NL.1971/30,
421610,11176/387434,1935-01-01 00:00:00||1936-01-01 00:00:00||1928-01-01 00:00:00,1956-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399789,English,"British Honduras : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1956/59,
421609,11176/387434,1955-01-01 00:00:00,1956-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399788,English,"France : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1956/23-25,
421608,11176/387434,1956-01-01 00:00:00,1956-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399787,French,,,"Suisse : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1956/80,
421607,11176/387434,1995-01-01 00:00:00||1988-01-01 00:00:00||1996-01-01 00:00:00,1997-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399786,English,Dominican Republic : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1997/17-19,
421606,11176/387434,1989-01-01 00:00:00||1988-01-01 00:00:00,1991-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399785,English,Bolivia : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1991/54-55,
421605,11176/387434,1964-01-01 00:00:00,1935-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399784,Spanish,,"Contribucion de la delegacion Peruana sobre el problema de la hoja de coca, por Sr. Alejandro Castañeda, pastor, administrador del estanco de la coca del Perú",,,,,"Grupo consultivo interamericano sobre los problemas de la hoja de coca en América Latina (1964 : Lima, Peru)",,,,CONF/12,
421604,11176/387434,1967-01-01 00:00:00,1969-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399783,English,"Western Samoa, communicated by the Government of New Zealand : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs",,,,,,,,,,E/NL.1969/11-12,
421603,11176/387434,1934-01-01 00:00:00,1934-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399782,English,"Traffic in opium and other dangerous drugs : Convention for limiting the manufacture and regulating the distribution of narcotic drugs of July 13th, 1934; Supervisory Body sixth session, progress report by the Secretary",,,,,Permanent Central Opium Board. Supervisory Body,,,,,O.S.B. 18,
421602,11176/387434,1991-01-01 00:00:00,1992-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399781,Spanish,,Perú : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,,,,,,,E/NL.1992/26-28,
421601,11176/387434,1990-01-01 00:00:00,1993-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399780,English,Mexico : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1993/19,
421600,11176/387434,1976-01-01 00:00:00,1978-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399779,English,Union of Soviet Socialist Republics : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1978/52,
421599,11176/387434,1931-01-01 00:00:00,1931-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399778,English,"Detoxication treatment of opium addicts by vesicular serum (Dr. Modinos' method) by Kwa Tjoan Sioe and Tan Kim Hong, doctors at the Jang Seng Ie clinic at Batavia; extract from the 'Geneeskundig Tijdschrift voor Nederlandsch-Indie', volume II, no.71, 1931",,,,,League of Nations. Advisory Committee on Traffic in Opium and other Dangerous Drugs,,,,,O.C.1188(b),
421598,11176/387434,1959-01-01 00:00:00,1959-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399777,English,"Netherlands : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1959/69,
421597,11176/387434,1986-01-01 00:00:00,1987-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399776,French,,,Italie : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,,,,,E/NL.1987/29,
421596,11176/387434,1988-01-01 00:00:00,1999-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399775,English,Jamaica : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1999/49,
421595,11176/387434,1991-01-01 00:00:00||1989-01-01 00:00:00,1991-01-01 00:00:00,,,ISSN 1013-8250,,http://hdl.handle.net/11176/399774,English,"Supplement no. 08 to narcotic drugs : estimated world requirements for 1991, statistics for 1989, estimates updated as of 31 August 1991",,,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,,E/INCB/1990/2/Supp.8,
421594,11176/387434,1957-01-01 00:00:00,1958-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399773,Russian,,,,"союз советских ссшажстических республик : законыиправила, опубликованные в целях выполнения положений конвенции от 13 июля 1931 года об ограничении производства и о регламентации распределения наркотических средств, с изменениями, внесенными в нее протоколом от 11 декабря 1946 года",,,,,Организация Объединенных Наций. Комиссия по наркотическим средствам,,E/NL.1958/87,
421593,11176/387434,1973-01-01 00:00:00,1973-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399772,English,Fourth supplement to the statement of estimated world requirements of narcotic drugs and estimates of world production of opium in 1973,,,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,E/F/S.73.XI.13,E/INCB/18/Add.4,
421592,11176/387434,1951-01-01 00:00:00,1952-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399771,English,"Cambodia : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1952/98-99,
421591,11176/387434,1948-01-01 00:00:00,1948-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399770,English,"Egypt : Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946",,,,,,,,,,E/NL.1948/62,
421590,11176/387434,1958-01-01 00:00:00||1962-01-01 00:00:00||1967-01-01 00:00:00,1968-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399769,English,Australia : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,,,,,,E/NL.1968/56-63,
421589,11176/387434,1992-01-01 00:00:00,1993-01-01 00:00:00,,ISBN 92-1-048058-9,ISSN 0253-9403,,http://hdl.handle.net/11176/399768,Spanish,,"Sustancias sicotrópicas : estadísticas para 1992, previsiones de las necesidades anuales para fines médicos y científicos de las sustancias de las listas II, III y IV, autorizaciones de importación exigidas para las sustancias de las listas III y IV",,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,E/F/S.94.XI.4,E/INCB/1993/3,
421588,11176/387434,1953-01-01 00:00:00,1954-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399767,English,"Mauritius, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1954/24-27,
421587,11176/387434,1951-01-01 00:00:00,1953-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399766,French,,,"Pologne : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1953/92-93,
421586,11176/387434,1982-01-01 00:00:00||1972-01-01 00:00:00,1982-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399765,English,Philippines : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1982/43,
421585,11176/387434,1955-01-01 00:00:00,1957-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399764,English,"Brunei, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1957/5,
421584,11176/387434,1955-01-01 00:00:00,1955-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399763,French,,,"Commission des stupéfiants, rapport de la dixième session, 18 avril - 12 mai 1955 : Conseil économique et social, documents officiels, vingtième session, supplément n° 8",,,,,Nations Unies. Commission des stupéfiants,,,E/CN.7/303/Rev.1||E/2768/Rev.1,
421583,11176/387434,1963-01-01 00:00:00,1965-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399762,English,India : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,,,,,,E/NL.1965/9-10,
421582,11176/387434,1955-01-01 00:00:00,1955-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399761,Spanish,,"Informe al Consejo Económico y Social sobre la actividad del Comité en 1955 : elaborado en cumplimiento de las disposiciones del convenio de 19 de febrero de 1925 sobre estupefacientes, y del convenio de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes, modificados por el Protocolo de 11 de diciembre de 1946",,,,,Comité Central Permanente del Opio,,,1955.XI.4,E/OB/11,
421581,11176/387434,1983-01-01 00:00:00,1984-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399760,French,,,Statistiques des stupéfiants pour 1983 fournies par les gouvernements conformément aux traités internationaux,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,E/F/S.84.XI.7,E/INCB/1984/3,
421580,11176/387434,1950-01-01 00:00:00,1951-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399759,English,"New Guinea : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1951/42,
421984,11176/387434,1958-01-01 00:00:00,1958-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400163,Spanish,,"Documentos oficiales, 26.° periodo de sesiones, 1-31 de julio de 1958, resoluciones, suplemento n.° 1",,,,,Naciones Unidas. Consejo Económico y Social,,,,E/3169,
421983,11176/387434,2000-01-01 00:00:00,2000-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400162,Spanish,,Cartas idénticas de fecha 21 de agosto de 2000 dirigidas al presidente de la Asamblea General y al presidente del Consejo de Seguridad por el Secretario General,,,,,Consejo de Seguridad,,,,A/55/305,
421982,11176/387434,1953-01-01 00:00:00,1954-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400161,English,"Mauritius, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1954/56,
421981,11176/387434,1981-01-01 00:00:00,1983-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400160,English,Austria : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1983/26,
421980,11176/387434,1960-01-01 00:00:00,1961-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400159,English,"Mauritius, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1961/22-25,
421979,11176/387434,1982-01-01 00:00:00,1982-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400158,Spanish,,"Resoluciones y decisiones del Consejo Económico y Social, periodo de sesiones de organización para 1982, Nueva York, 2 a 5 de febrero de 1982,  primer periodo ordinario de sesiones de 1982 Nueva York, 13 de abril a 7 de Mayo de 1982 : Consejo Económico y Social documentos oficiales, 1982, suplemento no. 1",,,,,Naciones Unidas. Consejo Económico y Social,,,,E/1982/82,
421978,11176/387434,1974-01-01 00:00:00,1974-01-01 00:00:00,"Comprend un rectificatif,  supplément no 6, E/5458-E/CN.7/565, 2 mai 1974",,,,http://hdl.handle.net/11176/400157,French,,,"Commission des stupéfiants, rapport sur la troisième session extraordinaire, 18 février-1er mars 1974 : Conseil économique et social, documents officiels, cinquante-sixième session, supplément n° 6",,,,,Nations Unies. Commission des stupéfiants,,,E/5458/Corr.1||E/CN.7/565/Corr.1,
421977,11176/387434,1972-01-01 00:00:00,1946-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400156,English,"Report of the Legal Sub-committee on the work of its eleventh session, 10 april-5 may 1972",,,,,Committee on the Peaceful Uses of Outer Space,,,,,A/AC.105/101,
421579,11176/387434,1992-01-01 00:00:00,1991-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399758,Spanish,,"Resoluciones y decisiones del Consejo Económico y Social : periodo de sesiones de organización para 1991, Nueva York, 30 de enero y 5 y 7 de febrero de 1991, continuación del periodo de sesiones de organización para 1991, Nueva York, 25 de marzo de 1991, primer periodo ordinario de sesiones de 1991, Nueva York, 13 a 31 de Mayo de 1991, continuación del primer periodo ordinario de sesiones de 1991,",,,,,Naciones Unidas. Consejo Económico y Social,,,,E/1991/91,
421578,11176/387434,1952-01-01 00:00:00,1953-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399757,French,,,"Inde : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1953/85,
421577,11176/387434,1989-01-01 00:00:00||1991-01-01 00:00:00,1991-01-01 00:00:00,,,ISSN 1013-8250,,http://hdl.handle.net/11176/399756,Spanish,,"Suplemento n°. 03 a estupefacientes : previsiones de las necesidades mundiales para 1991, estadísticas para 1989, previsiones actualizadas al 31 de marzo de 1991",,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,,E/INCB/1990/2/Supp.3,
421576,11176/387434,1948-01-01 00:00:00,1949-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399755,English,"Netherlands : Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946",,,,,,,,,,E/NL.1949/75-77,
421575,11176/387434,1982-01-01 00:00:00,1982-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399754,English,Thailand : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1982/14,
421574,11176/387434,1994-01-01 00:00:00,1995-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399753,English,Egypt : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1995/32,
421573,11176/387434,1955-01-01 00:00:00,1956-01-01 00:00:00,,,,,http://hdl.handle.net/11176/399752,English,"Egypt : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1956/76,
