91.IV.2,collection,dc.coverage.temporal[],dc.date.issued,dc.description[en],dc.identifier.isbn[],dc.identifier.issn[],dc.identifier.other[],dc.identifier.uri,dc.language[],dc.title[en],dc.title[es],dc.title[fr],dc.title[ru],dcterms.publisher[en],undr.contributor.corporate[en],undr.contributor.corporate[es],undr.contributor.corporate[fr],undr.contributor.corporate[ru],undr.identifier.salesnumber[],undr.identifier.symbol[],
422366,11176/387434,1977-01-01 00:00:00,1993-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400545,French,,,Maroc : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,,,,,E/NL.1993/52-53,
422365,11176/387434,1957-01-01 00:00:00,1957-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400544,French,,,"France : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1957/46,
422364,11176/387434,1954-01-01 00:00:00,1955-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400543,French,,,"Irlande : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1955/38,
422363,11176/387434,1953-01-01 00:00:00,1953-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400542,French,,,"Pérou : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,United Nations,,,,,,E/NL.1953/160,
422362,11176/387434,1955-01-01 00:00:00,1956-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400541,French,,,"Fidji, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1956/64-65,
422361,11176/387434,1953-01-01 00:00:00,1954-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400540,English,"France : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1954/10,
422360,11176/387434,1937-01-01 00:00:00||1945-01-01 00:00:00||1938-01-01 00:00:00,1948-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400539,French,,,"Îles Fidji, communiqués par le gouvernement du Royaume-Uni : Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1948/45,
422359,11176/387434,1984-01-01 00:00:00,1987-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400538,English,China : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1987/13,
422358,11176/387434,1985-01-01 00:00:00,1985-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400537,Spanish,,Perú : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,,,,,,,E/NL.1985/94-96,
422357,11176/387434,1970-01-01 00:00:00,1972-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400536,French,,,Italie : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,,,,,,,E/NL.1972/12,
422356,11176/387434,1958-01-01 00:00:00,1958-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400535,French,,,"Suisse : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1958/20,
422355,11176/387434,1957-01-01 00:00:00,1957-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400534,French,,,"Commission des stupéfiants, rapport sur la douzième session, 29 avril - 31 mai 1957 : Conseil économique et social, documents officiels, vingt-quatrième session, supplément n° 10",,,,,Nations Unies. Commission des stupéfiants,,,E/CN.7/333/Rev.1||E/3010/Rev.1,
422354,11176/387434,1948-01-01 00:00:00,1948-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400533,French,,,"Guyane Anglaise, communiqués par le gouvernement du Royaume-Uni : Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1948/42,
422353,11176/387434,1981-01-01 00:00:00,1981-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400532,Spanish,,"Informe de la Comisión sobre la utilizacion del espacio ultraterrestre con fines pacificos : Asamblea General, documentos oficiales, trigesimo sexto periodo de sesiones, suplemento no. 20, A/36/20",,,,,Comisión sobre la Utilización del Espacio Ultraterrestre con Fines Pacíficos,,,,A/36/20,
422352,11176/387434,1957-01-01 00:00:00,1957-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400531,French,,,"Inde : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1957/106-109,
422351,11176/387434,1993-01-01 00:00:00,1993-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400530,French,,,"Rapport interimaire sur la troisième réunion de travail de l'Organisation des Nations Unies/Agence spatiale europeenne sur les sciences spatiales fondamentales au service des pays en developpement, Lagos, Nigeria, 18-22 octobre 1993",,,,,Comité des utilisations pacifiques de l'espace extra-atmosphérique. Sous-Comité scientifique et technique,,,A/AC.105/560,
422350,11176/387434,1957-01-01 00:00:00,1957-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400529,English,"United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1957/50,
422349,11176/387434,1989-01-01 00:00:00,1991-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400528,French,,,Tchad : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,,,,,E/NL.1991/7,
422348,11176/387434,1974-01-01 00:00:00||1967-01-01 00:00:00||1962-01-01 00:00:00,1974-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400527,French,,,Togo : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,,,,,,,E/NL.1974/44,
422347,11176/387434,1987-01-01 00:00:00||1939-01-01 00:00:00||1988-01-01 00:00:00,1988-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400526,English,Bahamas : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1988/10-12,
422346,11176/387434,1994-01-01 00:00:00||1992-01-01 00:00:00,1994-01-01 00:00:00,,,ISSN 1013-8250,,http://hdl.handle.net/11176/400525,French,,,"Supplément n° 1 à stupéfiants : évaluations des besoins du monde pour 1994, statistiques pour 1992, évaluations à jour au 31 janvier 1994",,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,,E/INCB/1993/2/Supp.1,
422345,11176/387434,1950-01-01 00:00:00,1952-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400524,English,"United States of America : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1952/6,
422344,11176/387434,1955-01-01 00:00:00,1955-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400523,English,"Peru : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1955/37,
422343,11176/387434,1960-01-01 00:00:00,1960-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400522,English,"Mauritius, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1960/87,
422342,11176/387434,1946-01-01 00:00:00,1948-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400521,French,,,"Cuba : Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1948/21,
422341,11176/387434,1965-01-01 00:00:00||1969-01-01 00:00:00,1969-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400520,English,Iraq : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,,,,,,E/NL.1969/48-50,
422340,11176/387434,1969-01-01 00:00:00,1969-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400519,English,Report to the Economic and Social Council on the work of the board in 1969,,,,,International Narcotics Control Board,,,,E.70.XI.2,E/INCB/5,
422339,11176/387434,1959-01-01 00:00:00,1960-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400518,English,"Fiji, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1960/95,
422338,11176/387434,1976-01-01 00:00:00,1977-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400517,Spanish,,México : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,,,,,,,E/NL.1977/1,
422337,11176/387434,1996-01-01 00:00:00,1997-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400516,Spanish,,Paraguay : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,,,,,,,E/NL.1997/1,
422336,11176/387434,1947-01-01 00:00:00,1948-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400515,English,"Cyprus, communicated by the Government of the United Kingdom : Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946",,,,,,,,,,E/NL.1948/29,
422335,11176/387434,1949-01-01 00:00:00,1950-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400514,English,"Chile : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1950/60,
422334,11176/387434,1953-01-01 00:00:00,1956-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400513,French,,,"Ceylan : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1956/139-140,
422333,11176/387434,1979-01-01 00:00:00,1979-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400512,French,,,Rapport de l'Organe international de contrôle des stupéfiants pour 1979,,,,,Organe international de contrôle des stupéfiants,,F.80.XI.2,E/INCB/47,
422332,11176/387434,1995-01-01 00:00:00,1995-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400511,Spanish,,"Informe de la Comisión sobre la utilización del espacio ultraterrestre con fines pacíficos : Asamblea General, documentos oficiales, quincuagésimo período de sesiones, suplemento no. 20, A/50/20",,,,,Comisión sobre la Utilización del Espacio Ultraterrestre con Fines Pacíficos,,,,A/50/20,
422331,11176/387434,1955-01-01 00:00:00,1955-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400510,French,,,"Documents officiels, reprise de la dix-neuvième session, 16-27 mai 1955 : resolutions, supplement n« 1a",,,,,Nations Unies. Conseil économique et social,,,E/2730/Add.1,
422330,11176/387434,1955-01-01 00:00:00,1956-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400509,English,"Cambodia : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1956/52,
422329,11176/387434,1949-01-01 00:00:00,1951-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400508,English,"French Cameroon, communicated by the Government of France : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1951/8,
422328,11176/387434,1967-01-01 00:00:00,1998-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400507,Spanish,,España : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,,,,,,,E/NL.1998/31,
422327,11176/387434,1951-01-01 00:00:00,1952-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400506,French,,,"France : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1952/11,
422326,11176/387434,1954-01-01 00:00:00,1957-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400505,English,"China : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1957/10,
422325,11176/387434,1990-01-01 00:00:00,1991-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400504,English,China : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1991/62,
422324,11176/387434,1988-01-01 00:00:00,1988-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400503,Spanish,,España : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,,,,,,,E/NL.1988/3-4,
422323,11176/387434,1948-01-01 00:00:00||1953-01-01 00:00:00,1954-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400502,French,,,"Luxembourg : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1954/29-33,
422322,11176/387434,1951-01-01 00:00:00,1952-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400501,French,,,"Belgique : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1952/68,
422321,11176/387434,1938-01-01 00:00:00,1938-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400500,French,,,Travaux préparatoires en vue d'une conférence chargée d'examiner la possibilité de limiter et de contrôler la culture du pavot et la production de l'opium brut : observations des gouvernements concernant les tableaux statistiques spéciaux relatifs a l'opium brut (documents O.C./confidentiel/série 18).,,,,,Société des Nations. Commission consultative du trafic de l'opium et autres drogues nuisibles,,,O.C./Confidentiel/18(d),
422320,11176/387434,1953-01-01 00:00:00,1954-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400499,English,"Turkey : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1954/6,
422319,11176/387434,1997-01-01 00:00:00,1999-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400498,English,"Resolutions and decisions of the Economic and Social Council, organizational session for 1997, New York, 23 January and 4-7 February 1997, resumed organizational session for 1997, New York, 1 and 2 May 1997, substantive session of 1997,  Geneva, 30 June-25 July 1997,  resumed substantive session of 1997, New York, 8 October and 16 and 18 December 1997 :  Economic and Social Council, official recor",,,,,United Nations. Economic and Social Council,,,,,E/1997/97,
422318,11176/387434,1991-01-01 00:00:00,1992-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400497,English,Peru : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1992/26-28,
422317,11176/387434,1936-01-01 00:00:00||1947-01-01 00:00:00,1947-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400496,English,"Denmark : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1947/19,
422316,11176/387434,1960-01-01 00:00:00,1960-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400495,English,"Pakistan : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1960/61,
422315,11176/387434,1983-01-01 00:00:00,1983-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400494,Spanish,,"Comisión de Estupefacientes, informe sobre el 30° periodo de sesiones, 7 a 16 de febrero de 1983 : Consejo Económico y Social, documentos oficiales, 1983, suplemento no. 5",,,,,Naciones Unidas. Comisión de Estupefacientes,,,,E/CN.7/1983/18||E/1983/15,
422314,11176/387434,1948-01-01 00:00:00,1948-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400493,French,,,"Commonwealth de l'Australie : Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1948/76,
422313,11176/387434,1961-01-01 00:00:00,1963-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400492,English,"Nauru, communicated by the Government of Australia : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1963/9,
422312,11176/387434,1974-01-01 00:00:00,1976-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400491,English,Mexico : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1976/17,
422311,11176/387434,1994-01-01 00:00:00,1998-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400490,English,"Hong Kong, communicated by the Hong Kong Special Administrative Region of China : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,,,,,,E/NL.1998/15-17,
422310,11176/387434,1964-01-01 00:00:00||1967-01-01 00:00:00||1960-01-01 00:00:00,1985-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400489,English,"Netherlands Antilles, communicated by the Government of the Netherlands : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,,,,,,E/NL.1985/9-22,
422309,11176/387434,1953-01-01 00:00:00,1954-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400488,English,"Colombia : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1954/15,
422308,11176/387434,1984-01-01 00:00:00,1984-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400487,English,United States of America : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1984/38,
422307,11176/387434,1975-01-01 00:00:00,1975-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400486,Spanish,,Estadísticas de estupefacientes para 1975 facilitadas por los gobiernos en cumplimiento de los tratados internacionales y limitación de las existencias de opio,,,,,Junta Internacional de Fiscalización de Estupefacientes,,,S.76.XI.7,E/INCB/35,
422306,11176/387434,1972-01-01 00:00:00||1979-01-01 00:00:00,1980-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400485,English,Sweden : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1980/73-75,
422305,11176/387434,1986-01-01 00:00:00,1986-01-01 00:00:00,,,ISSN 0082-8327,,http://hdl.handle.net/11176/400484,English,Estimated world requirements of narcotic drugs in 1986 : supplement no. 10,,,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,,E/INCB/1985/2/Supp.10,
422304,11176/387434,1955-01-01 00:00:00,1955-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400483,French,,,"Turquie : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1955/24,
422303,11176/387434,1961-01-01 00:00:00,1963-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400482,English,"Angola, communicated by the Government of Portugal : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1963/56,
422302,11176/387434,1931-01-01 00:00:00,1931-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400481,English,"Traffic in opium and other dangerous drugs : Conference on the limitation of the manufacture of narcotic drugs, preliminary draft, Convention for limiting the manufacture and regulating the distribution of narcotic drugs",,,,,,,,,,Conf.L.F.S.73,
422301,11176/387434,1953-01-01 00:00:00,1954-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400480,French,,,"Japon : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1954/145-152,
422300,11176/387434,1956-01-01 00:00:00,1957-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400479,English,"Swaziland, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1957/52,
422299,11176/387434,1991-01-01 00:00:00,1996-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400478,English,El Salvador : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1996/23,
422298,11176/387434,1981-01-01 00:00:00,1981-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400477,English,Norway : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1981/46,
422297,11176/387434,1976-01-01 00:00:00||1975-01-01 00:00:00,1976-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400476,English,India : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1976/4-6,
422296,11176/387434,,1924-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400475,English,"Second Opium Conference - Geneva, November 10th, 1924",,,,,International Opium Conference (1924 : Geneva),,,,,O.D.C.5 12A/40120/40120,
422295,11176/387434,1989-01-01 00:00:00,1994-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400474,Spanish,,Bolivia : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,,,,,,,E/NL.1994/42-43,
422294,11176/387434,1956-01-01 00:00:00,1957-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400473,English,"San Marino : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1957/57,
422293,11176/387434,1956-01-01 00:00:00,1956-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400472,English,"Solomon Islands, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1956/134,
422292,11176/387434,1954-01-01 00:00:00,1955-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400471,French,,,"Iraq : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1955/5-6,
422291,11176/387434,1989-01-01 00:00:00,1989-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400470,English,"Report of the International Narcotics Control Board for 1989 : demand for and supply of opiates for medical and scientific needs, special report prepared pursuant to Economic and Social Council resolution 1989/15",,,,,International Narcotics Control Board,,,,E.89.XI.5,E/INCB/1989/1/Supp.,
422290,11176/387434,1966-01-01 00:00:00,1967-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400469,English,Sweden : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,,,,,,E/NL.1967/30,
422289,11176/387434,1963-01-01 00:00:00,1965-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400468,French,,,République Arabe Unie : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,,,,,,,E/NL.1965/63,
422288,11176/387434,1956-01-01 00:00:00,1957-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400467,French,,,"Guatemala : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1957/137-140,
422287,11176/387434,1968-01-01 00:00:00,1967-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400466,English,"Estimated world requirements of narcotic drugs and estimates of world production of opium in 1968 : statement issued by the Supervisory Body under article 5of the Convention of 13 July 1931 for limiting the manufacture and regulating the distribution of narcotic drugs, as amended by the Protocol of 11 December 1946, and under article 12 of the Single convention on narcotic drugs, 1961",,,,,Drug Supervisory Body,,,,E.68.XI.1,E/DSB/25/Add.1||E/OB/23/Add.1,
422286,11176/387434,1996-01-01 00:00:00,1997-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400465,French,,,"Resolutions et decisions du Conseil économique et social, session d'organisation pour 1996, New York, 25 janvier et 6-9 février 1996,  reprise de la session d'organisation pour 1996,  New York, 2 avril et 2-3 mai 1996, session de fond de 1996, New York, 24 juin-26 juillet 1996, reprise de la session de fond de 1996, New York, 10 octobre et 13, 14 et 20 novembre 1996 :  Conseil économique et social",,,,,Nations Unies. Conseil économique et social,,,E/1996/96,
422285,11176/387434,1977-01-01 00:00:00,1978-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400464,French,,,Niger : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,,,,,E/NL.1978/67,
